Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
01/03/1999,AQS,60290011,1,4.8,ug/m3 LC,20,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
01/06/1999,AQS,60290011,1,7.4,ug/m3 LC,31,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
01/09/1999,AQS,60290011,1,5.5,ug/m3 LC,23,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
01/12/1999,AQS,60290011,1,8.6,ug/m3 LC,36,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
01/15/1999,AQS,60290011,1,14.0,ug/m3 LC,55,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
01/18/1999,AQS,60290011,1,8.1,ug/m3 LC,34,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
01/27/1999,AQS,60290011,1,6.7,ug/m3 LC,28,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
01/30/1999,AQS,60290011,1,9.2,ug/m3 LC,38,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
02/02/1999,AQS,60290011,1,4.1,ug/m3 LC,17,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
02/05/1999,AQS,60290011,1,27.6,ug/m3 LC,84,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
02/08/1999,AQS,60290011,1,3.5,ug/m3 LC,15,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
02/11/1999,AQS,60290011,1,3.7,ug/m3 LC,15,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
02/14/1999,AQS,60290011,1,13.7,ug/m3 LC,54,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
02/17/1999,AQS,60290011,1,8.9,ug/m3 LC,37,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
02/20/1999,AQS,60290011,1,7.5,ug/m3 LC,31,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
02/23/1999,AQS,60290011,1,7.8,ug/m3 LC,33,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
02/26/1999,AQS,60290011,1,11.5,ug/m3 LC,48,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
03/01/1999,AQS,60290011,1,10.7,ug/m3 LC,45,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
03/04/1999,AQS,60290011,1,10.0,ug/m3 LC,42,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
03/07/1999,AQS,60290011,1,13.5,ug/m3 LC,54,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
03/16/1999,AQS,60290011,1,4.5,ug/m3 LC,19,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
03/19/1999,AQS,60290011,1,7.7,ug/m3 LC,32,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
03/22/1999,AQS,60290011,1,6.9,ug/m3 LC,29,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
03/25/1999,AQS,60290011,1,5.0,ug/m3 LC,21,Mojave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.0505513494936,-118.147293620967
