Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
06/26/1999,AQS,60290015,1,7.0,ug/m3 LC,29,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
06/29/1999,AQS,60290015,1,9.8,ug/m3 LC,41,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
07/05/1999,AQS,60290015,1,0.8,ug/m3 LC,3,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
07/08/1999,AQS,60290015,1,9.7,ug/m3 LC,40,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
07/11/1999,AQS,60290015,1,4.5,ug/m3 LC,19,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
07/14/1999,AQS,60290015,1,8.5,ug/m3 LC,35,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
07/17/1999,AQS,60290015,1,4.4,ug/m3 LC,18,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
07/20/1999,AQS,60290015,1,6.8,ug/m3 LC,28,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
07/23/1999,AQS,60290015,1,9.2,ug/m3 LC,38,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
07/26/1999,AQS,60290015,1,8.8,ug/m3 LC,37,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
07/29/1999,AQS,60290015,1,10.4,ug/m3 LC,43,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
08/01/1999,AQS,60290015,1,6.6,ug/m3 LC,28,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
08/19/1999,AQS,60290015,1,12.5,ug/m3 LC,52,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
08/22/1999,AQS,60290015,1,9.0,ug/m3 LC,38,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
09/09/1999,AQS,60290015,1,10.4,ug/m3 LC,43,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
09/12/1999,AQS,60290015,1,4.2,ug/m3 LC,18,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
09/15/1999,AQS,60290015,1,7.3,ug/m3 LC,30,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
09/18/1999,AQS,60290015,1,4.8,ug/m3 LC,20,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
09/21/1999,AQS,60290015,1,6.2,ug/m3 LC,26,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
09/24/1999,AQS,60290015,1,7.9,ug/m3 LC,33,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
09/27/1999,AQS,60290015,1,13.3,ug/m3 LC,54,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
10/06/1999,AQS,60290015,1,11.4,ug/m3 LC,48,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
10/09/1999,AQS,60290015,1,5.4,ug/m3 LC,23,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
10/12/1999,AQS,60290015,1,8.8,ug/m3 LC,37,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
10/15/1999,AQS,60290015,1,10.0,ug/m3 LC,42,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
10/21/1999,AQS,60290015,1,5.8,ug/m3 LC,24,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
10/24/1999,AQS,60290015,1,8.8,ug/m3 LC,37,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
10/27/1999,AQS,60290015,1,9.9,ug/m3 LC,41,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
10/30/1999,AQS,60290015,1,7.0,ug/m3 LC,29,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/02/1999,AQS,60290015,1,5.7,ug/m3 LC,24,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/05/1999,AQS,60290015,1,11.6,ug/m3 LC,48,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/08/1999,AQS,60290015,1,2.7,ug/m3 LC,11,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/11/1999,AQS,60290015,1,7.9,ug/m3 LC,33,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/14/1999,AQS,60290015,1,8.5,ug/m3 LC,35,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/17/1999,AQS,60290015,1,8.2,ug/m3 LC,34,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/20/1999,AQS,60290015,1,7.1,ug/m3 LC,30,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/23/1999,AQS,60290015,1,13.4,ug/m3 LC,54,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/26/1999,AQS,60290015,1,17.8,ug/m3 LC,63,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
11/29/1999,AQS,60290015,1,22.9,ug/m3 LC,74,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
12/02/1999,AQS,60290015,1,6.8,ug/m3 LC,28,Ridgecrest-California Ave,1,100.0,88101,PM2.5 - Local Conditions,12540,"Bakersfield, CA",6,California,29,Kern,35.62109,-117.67296
